"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PPP1R15A",2.50760707496196e-13,-0.63932267222439,0.651,0.755,5.99443471269656e-09,"0","PPP1R15A"
"IGFLR1",3.1062533556185e-13,-0.530207548066199,0.132,0.265,7.42549864660602e-09,"0","IGFLR1"
"SLC44A2",3.42524199401639e-13,0.471091717984402,0.299,0.167,8.18804098669618e-09,"0","SLC44A2"
"CDKN2D",4.05396373966472e-13,0.396243236563149,0.201,0.09,9.6910003196685e-09,"0","CDKN2D"
"KLHL6",4.15718331097946e-13,-0.352130987515596,0.019,0.102,9.9377467048964e-09,"0","KLHL6"
"XCL2",4.47213258783677e-13,-0.408198698762343,0.366,0.518,1.06906329512238e-08,"0","XCL2"
"SASH3",5.91347113225305e-13,0.500379992384965,0.288,0.165,1.41361527416509e-08,"0","SASH3"
"INPP4B",6.3879369271506e-13,-0.407959891657361,0.037,0.132,1.52703632243535e-08,"0","INPP4B"
"ANXA6",8.19759802178311e-13,0.428693123384514,0.535,0.406,1.95963580710725e-08,"0","ANXA6"
"RNF166",8.58794612710731e-13,0.443644595992607,0.379,0.242,2.052948521685e-08,"0","RNF166"
"FOSB",8.85570215065808e-13,-0.602929981691876,0.375,0.51,2.11695559911481e-08,"0","FOSB"
"NCF1",1.02107429857335e-12,-0.35867055234538,0.032,0.122,2.44087811073958e-08,"0","NCF1"
"RGS10",1.06672703446296e-12,-0.450502882118744,0.232,0.386,2.5500109758837e-08,"0","RGS10"
"PRMT2",1.10722052687313e-12,0.391695308556097,0.48,0.34,2.64681066949023e-08,"0","PRMT2"
"OASL",1.25711821867987e-12,-0.555332098195642,0.108,0.232,3.00514110175423e-08,"0","OASL"
"YPEL5",1.46291079740242e-12,-0.568951040407377,0.434,0.566,3.49708826119049e-08,"0","YPEL5"
"SOD1",1.77590681342592e-12,-0.5836806536193,0.471,0.599,4.24530523749466e-08,"0","SOD1"
"A1BG",2.06672987017851e-12,-0.313982141300944,0.062,0.171,4.94051775466174e-08,"0","A1BG"
"PATL2",2.30942998082507e-12,0.416165421100934,0.213,0.101,5.52069236916232e-08,"0","PATL2"
"NINJ1",2.41650183126649e-12,-0.474567551182803,0.07,0.179,5.77664762764255e-08,"0","NINJ1"
"SYNE2",2.68737806105295e-12,0.462159115133031,0.447,0.31,6.42417725494707e-08,"0","SYNE2"
"STK17A",3.37826041281336e-12,-0.485609428777464,0.52,0.644,8.07573151683033e-08,"0","STK17A"
"PPDPF",3.41051048612267e-12,-0.386776185150565,0.722,0.786,8.15282531707625e-08,"0","PPDPF"
"PTPN18",3.76298885467816e-12,0.380712780242258,0.218,0.108,8.99542485710815e-08,"0","PTPN18"
"ANXA5",5.07483881076137e-12,-0.483874017153072,0.163,0.292,1.2131402177125e-07,"0","ANXA5"
"CHPT1",7.48804127707826e-12,-0.352337839816548,0.023,0.101,1.79001626728556e-07,"0","CHPT1"
"KMT2E-AS1",7.82776821390311e-12,0.47960123747544,0.349,0.22,1.87122799153354e-07,"0","KMT2E-AS1"
"SPRY2",7.97463974216781e-12,-0.407677603242253,0.036,0.123,1.90633763036521e-07,"0","SPRY2"
"NCR3",9.26610534688381e-12,0.53356427143473,0.323,0.198,2.21506248317257e-07,"0","NCR3"
"GNG2",1.02933967951045e-11,0.431139167646794,0.66,0.533,2.46063650386974e-07,"0","GNG2"
"LIMS1",1.2830313224584e-11,-0.336816585695414,0.066,0.169,3.0670863763368e-07,"0","LIMS1"
"PDCD1",1.46918806976637e-11,-0.410348864051974,0.042,0.131,3.5120940807765e-07,"0","PDCD1"
"SORL1",1.52589031280894e-11,0.346126684926432,0.204,0.096,3.64764079276978e-07,"0","SORL1"
"PDE3B",1.58367198973729e-11,-0.41163810270442,0.082,0.191,3.785767891467e-07,"0","PDE3B"
"LDHA",1.64304604393493e-11,-0.642764409885995,0.592,0.669,3.92770156802645e-07,"0","LDHA"
"CD160",1.68433150042657e-11,0.516770136868322,0.226,0.116,4.02639445176972e-07,"0","CD160"
"NDFIP2",1.74023355212548e-11,-0.338929940741201,0.036,0.122,4.16002830635596e-07,"0","NDFIP2"
"TSPAN32",1.95372912263683e-11,0.46578277757444,0.237,0.126,4.67038946766334e-07,"0","TSPAN32"
"SSH2",1.95757322697409e-11,0.439980251106658,0.298,0.179,4.67957879908156e-07,"0","SSH2"
"RNF126",1.9598927750626e-11,0.458870446911068,0.294,0.179,4.68512367878716e-07,"0","RNF126"
"NUDT14",1.99813433280465e-11,-0.313205784027731,0.029,0.109,4.77654012256951e-07,"0","NUDT14"
"ATP8B4",2.04618773861882e-11,-0.284967768366935,0.03,0.112,4.8914117891683e-07,"0","ATP8B4"
"IRF4",2.17621205531731e-11,-0.402120351727612,0.045,0.136,5.20223491823602e-07,"0","IRF4"
"KLRC2",2.62148121186662e-11,-0.608983369701007,0.249,0.387,6.26665083696716e-07,"0","KLRC2"
"ATF3",3.20912392252917e-11,-0.700098210146399,0.13,0.251,7.67141073680597e-07,"0","ATF3"
"CD99",3.65583589321085e-11,0.296424501317066,0.849,0.761,8.73927570272055e-07,"0","CD99"
"SYTL1",4.01000140425963e-11,0.479698197601358,0.346,0.23,9.58590835688265e-07,"0","SYTL1"
"CCL5",4.02013234410689e-11,-0.350021673378998,0.963,0.969,9.61012636858753e-07,"0","CCL5"
"PIM3",4.44230907363017e-11,-0.56328098943597,0.151,0.274,1.06193398405129e-06,"0","PIM3"
"RALA",4.8130908873566e-11,-0.427425161194125,0.107,0.221,1.15056937662259e-06,"0","RALA"
"DSTN",5.39791699537456e-11,0.457655456360229,0.383,0.265,1.29037205774429e-06,"0","DSTN"
"GABARAPL1",5.96636959077746e-11,-0.469465175359794,0.284,0.423,1.42626065067535e-06,"0","GABARAPL1"
"PTTG1",6.95601338514202e-11,-0.440280626943469,0.08,0.183,1.6628349997182e-06,"0","PTTG1"
"TENT5C",7.33450302214907e-11,-0.580759383904815,0.216,0.344,1.75331294744473e-06,"0","TENT5C"
"PRKCB",8.30055433582672e-11,0.440358658788028,0.194,0.095,1.98424751397938e-06,"0","PRKCB"
"CYTH1",8.55669151550379e-11,0.387622332616211,0.318,0.196,2.04547710678118e-06,"0","CYTH1"
"STAT5A",9.14373954703048e-11,-0.379033652751357,0.07,0.17,2.18581093871764e-06,"0","STAT5A"
"S1PR1",9.32223231113194e-11,0.37828600506159,0.149,0.061,2.22847963397609e-06,"0","S1PR1"
"PTPN4",1.03035552768577e-10,0.433109658408014,0.34,0.22,2.46306488893283e-06,"0","PTPN4"
"LAG3",1.04297835128254e-10,-0.561050249700166,0.13,0.241,2.49323974874091e-06,"0","LAG3"
"PPP1R18",1.05150917110747e-10,0.415681973864583,0.417,0.289,2.51363267353241e-06,"0","PPP1R18"
"DHRS7",1.07305170179086e-10,0.389739041916305,0.567,0.463,2.56513009313104e-06,"0","DHRS7"
"AC004865.2",1.07854652946812e-10,0.319114218840346,0.108,0.036,2.57826547869354e-06,"0","AC004865.2"
"ISG15",1.12335621753736e-10,-0.613269479034805,0.18,0.303,2.68538303802306e-06,"0","ISG15"
"CD320",1.2118757638544e-10,0.420601324973708,0.2,0.102,2.89698901349393e-06,"0","CD320"
"ARHGAP25",1.24654323949561e-10,0.371522350310378,0.267,0.151,2.97986161401426e-06,"0","ARHGAP25"
"NR3C1",1.44198997410736e-10,-0.475756716480448,0.274,0.41,3.44707703310363e-06,"0","NR3C1"
"SLC7A5",1.50447536370981e-10,-0.496751698501603,0.176,0.299,3.5964483569483e-06,"0","SLC7A5"
"UBE2F",1.50556331091894e-10,0.448543437133508,0.298,0.186,3.59904909475173e-06,"0","UBE2F"
"FKBP11",1.61327530460326e-10,0.420358140217035,0.267,0.159,3.8565346156541e-06,"0","FKBP11"
"P2RY8",1.65617405766085e-10,0.41623905564109,0.2,0.1,3.95908408483826e-06,"0","P2RY8"
"HNRNPLL",1.74479962899737e-10,-0.380024685510604,0.076,0.176,4.17094351311822e-06,"0","HNRNPLL"
"PTPRA",2.15945085945941e-10,0.387252010185598,0.279,0.17,5.16216727953771e-06,"0","PTPRA"
"ARL4C",2.53422221073101e-10,0.402842675899645,0.48,0.353,6.05805819475248e-06,"0","ARL4C"
"FAM49B",2.53791572771801e-10,0.431805795664994,0.436,0.325,6.0668875471099e-06,"0","FAM49B"
"DIP2A",3.38652430612998e-10,0.345830775839423,0.243,0.134,8.09548635380372e-06,"0","DIP2A"
"TIGIT",4.97120381488936e-10,-0.529807813108598,0.265,0.39,1.1883662719493e-05,"0","TIGIT"
"CD53",5.2770694408287e-10,0.349598064917238,0.621,0.533,1.2614834498301e-05,"0","CD53"
"PTMS",5.33461788895718e-10,-0.45816343897384,0.122,0.232,1.27524040635521e-05,"0","PTMS"
"ITPRIP",6.06159887438226e-10,0.441975694608767,0.265,0.158,1.44902521092108e-05,"0","ITPRIP"
"ARPC5L",7.64745907078152e-10,0.429623022794749,0.452,0.332,1.82812509087032e-05,"0","ARPC5L"
"TNIP3",7.72345341644586e-10,-0.361511286723103,0.036,0.111,1.84629153920138e-05,"0","TNIP3"
"RGS3",7.77098290771072e-10,0.340384613398242,0.139,0.06,1.85765346408825e-05,"0","RGS3"
"CCL4L2",7.86461307004731e-10,0.49603485818185,0.526,0.407,1.88003575439481e-05,"0","CCL4L2"
"SLAMF6",7.91399996741016e-10,0.328993693033668,0.193,0.097,1.8918416922094e-05,"0","SLAMF6"
"HSPB1",8.62483444498544e-10,-1.05697537345386,0.379,0.496,2.06176667407377e-05,"0","HSPB1"
"HLA-DQA1",1.1760845092978e-09,-0.575704004160742,0.209,0.327,2.81143001947638e-05,"0","HLA-DQA1"
"RPS6KA1",1.17996445399466e-09,0.345437750219851,0.224,0.127,2.82070502727424e-05,"0","RPS6KA1"
"BCL3",1.25440787045443e-09,-0.401326755481304,0.103,0.204,2.99866201432132e-05,"0","BCL3"
"LYAR",1.30798271759222e-09,0.389220109472084,0.448,0.332,3.1267326864042e-05,"0","LYAR"
"LSM2",1.40374327064523e-09,-0.4006730662795,0.17,0.291,3.35564828847742e-05,"0","LSM2"
"MIF",1.53246178738141e-09,-0.395069440921739,0.669,0.754,3.66334990273527e-05,"0","MIF"
"CEBPB",1.60858190626057e-09,0.305171151225731,0.308,0.193,3.8453150469159e-05,"0","CEBPB"
"PPP2R5C",1.61251292149111e-09,0.360206809474536,0.496,0.371,3.85471213882449e-05,"0","PPP2R5C"
"ADAM10",1.90617211212924e-09,0.365037584293128,0.187,0.095,4.55670443404494e-05,"0","ADAM10"
"TOB1",2.09227894374121e-09,0.444410594282898,0.247,0.145,5.00159281501337e-05,"0","TOB1"
"CHCHD10",2.29297645482484e-09,-0.384119837057843,0.148,0.26,5.48136021525879e-05,"0","CHCHD10"
"CDKN1A",2.85720509108313e-09,-0.460557199466651,0.128,0.236,6.83014877023421e-05,"0","CDKN1A"
"CSRNP1",3.09959340273622e-09,-0.402870782816726,0.329,0.463,7.40957802924093e-05,"0","CSRNP1"
"SYPL1",3.13624831258366e-09,-0.31182583119945,0.067,0.154,7.49720159123124e-05,"0","SYPL1"
"LINC00944",3.28041140528243e-09,0.293245799460071,0.178,0.087,7.84182346432764e-05,"0","LINC00944"
"CAP1",3.39936712723163e-09,0.31995606305396,0.6,0.5,8.12618711764721e-05,"0","CAP1"
"GNB2",3.46899571101832e-09,0.352082214308401,0.485,0.377,8.29263424718929e-05,"0","GNB2"
"PAXX",3.56970002094425e-09,0.334329799724199,0.604,0.504,8.53336790006722e-05,"0","PAXX"
"AREG",3.665240390388e-09,-0.489744408645092,0.194,0.314,8.76175715322252e-05,"0","AREG"
"GRK6",3.7034978146915e-09,0.381529936786834,0.251,0.152,8.85321152602003e-05,"0","GRK6"
"TOMM6",4.44173162086844e-09,-0.345774127211752,0.147,0.261,0.00010617959439686,"0","TOMM6"
"MIB2",4.5291774446001e-09,0.348041354214032,0.178,0.092,0.000108269986813165,"0","MIB2"
"TNFRSF14",4.56142560102339e-09,0.396225676681623,0.317,0.21,0.000109040878992464,"0","TNFRSF14"
"JUND",4.67113225864681e-09,-0.356006251795102,0.336,0.477,0.000111663416642952,"0","JUND"
"CYFIP2",4.68984486275721e-09,0.367245431781775,0.316,0.211,0.000112110741444211,"0","CYFIP2"
"GLRX",4.74008443081987e-09,0.365813855524607,0.206,0.114,0.000113311718318749,"0","GLRX"
"SPN",5.00610355325233e-09,0.377012602305661,0.343,0.24,0.000119670905440497,"0","SPN"
"ABI3",5.72378058616244e-09,0.436257974609953,0.275,0.173,0.000136826974912213,"0","ABI3"
"FOS",6.19103000715936e-09,-0.553545479393049,0.726,0.804,0.000147996572321145,"0","FOS"
"MRPS6",6.55013050649504e-09,-0.429101408730335,0.217,0.333,0.000156580869757764,"0","MRPS6"
"TRAF1",6.62557791280453e-09,-0.334454419377296,0.081,0.172,0.000158384440005592,"0","TRAF1"
"MED15",6.95996503575759e-09,0.370609840411829,0.205,0.115,0.000166377964179785,"0","MED15"
"HSH2D",7.09663633588884e-09,0.437541926020631,0.231,0.137,0.000169645091609423,"0","HSH2D"
"PTPRE",7.2429131043351e-09,0.38416859199195,0.184,0.097,0.00017314183775913,"0","PTPRE"
"HINT1",7.53253854616508e-09,-0.310264793152267,0.669,0.736,0.000180065333946076,"0","HINT1"
"APMAP",8.51209103311056e-09,0.341729907083129,0.515,0.404,0.000203481536146508,"0","APMAP"
"IGF2R",9.38464366791981e-09,0.350268466848236,0.175,0.091,0.000224339906881623,"0","IGF2R"
"SMC4",9.66581604789338e-09,-0.339296055561325,0.043,0.116,0.000231061332624891,"0","SMC4"
"CLEC2B",1.012759334324e-08,-0.406343939223051,0.605,0.692,0.000242100118870151,"0","CLEC2B"
"FUT11",1.12229208223275e-08,0.271410522930026,0.105,0.04,0.000268283922257739,"0","FUT11"
"RCC1",1.14771131920254e-08,0.32525825705672,0.144,0.069,0.000274360390855368,"0","RCC1"
"BAG3",1.22990547113972e-08,-1.10115170844,0.088,0.171,0.00029400890287595,"0","BAG3"
"GNPTAB",1.29754063904023e-08,0.379040976269658,0.285,0.188,0.000310177089762568,"0","GNPTAB"
"PARP15",1.41919341020567e-08,0.332441636966581,0.194,0.108,0.000339258184709665,"0","PARP15"
"ARRB2",1.43268616357924e-08,0.351179528712952,0.328,0.224,0.000342483627403616,"0","ARRB2"
"ZBTB44",1.55408896053354e-08,0.28861944514488,0.123,0.053,0.000371504966015542,"0","ZBTB44"
"STAM",1.64459894884492e-08,-0.265409759978998,0.041,0.112,0.000393141378721378,"0","STAM"
"SCP2",1.68426127248058e-08,0.352588857493406,0.353,0.246,0.000402622657186483,"0","SCP2"
"CALM2",1.70017843040599e-08,-0.408782137461935,0.54,0.624,0.000406427653788551,"0","CALM2"
"MTHFD2",1.75018821812676e-08,-0.32427135572925,0.129,0.233,0.000418382493543202,"0","MTHFD2"
"MGAT4A",1.75241359174938e-08,0.319696964843899,0.296,0.187,0.000418914469107688,"0","MGAT4A"
"PGK1",1.78501705977554e-08,-0.47568038586008,0.504,0.593,0.000426708328139344,"0","PGK1"
"MYADM",1.83294806007159e-08,-0.548450796313644,0.184,0.291,0.000438166233760113,"0","MYADM"
"STK38",2.01388968501469e-08,0.319992759395027,0.215,0.123,0.000481420329202761,"0","STK38"
"SIGIRR",2.06612794798045e-08,0.268570715781562,0.408,0.297,0.000493907885964726,"0","SIGIRR"
"YWHAQ",2.24153765791954e-08,0.319437226334173,0.544,0.431,0.000535839577125665,"0","YWHAQ"
"ENC1",2.35688915191491e-08,0.389208301935847,0.16,0.081,0.00056341435176526,"0","ENC1"
"IFNG",2.3765335046536e-08,0.440226455459088,0.551,0.433,0.000568110334287443,"0","IFNG"
"CXCR4",2.61866912572062e-08,-0.41730327338801,0.631,0.716,0.000625992854503513,"0","CXCR4"
"PKM",2.68819787986759e-08,-0.479537738243962,0.335,0.446,0.000642613703182346,"0","PKM"
"RGS16",2.77863729136969e-08,-0.405850597880035,0.038,0.105,0.000664233244501924,"0","RGS16"
"TPM3",3.15388089866696e-08,0.270313829989148,0.746,0.647,0.000753935228826338,"0","TPM3"
"OCIAD2",3.2019412758689e-08,-0.296977698428185,0.191,0.307,0.00076542406199646,"0","OCIAD2"
"SGK1",3.21044092739823e-08,-0.340159746107615,0.039,0.107,0.000767455903694546,"0","SGK1"
"CDKN1B",3.23894501009901e-08,-0.371605233882444,0.212,0.324,0.000774269804664169,"0","CDKN1B"
"RGS19",4.11870128309041e-08,0.376467858459983,0.278,0.184,0.000984575541722764,"0","RGS19"
"PPP3CC",4.26569551508955e-08,0.348573919796335,0.392,0.292,0.00101971451288216,"0","PPP3CC"
"HSPA1A",4.28294657247828e-08,-0.76843196039374,0.594,0.678,0.00102383837815093,"0","HSPA1A"
"PLEKHF1",4.31727943199859e-08,0.316539673049035,0.195,0.109,0.00103204564821926,"0","PLEKHF1"
"GPSM3",4.44367386217827e-08,0.271711801016804,0.534,0.425,0.00106226023675372,"0","GPSM3"
"PDCD4",4.56221012854289e-08,-0.436870383958763,0.285,0.39,0.00109059633122818,"0","PDCD4"
"PRDX1",4.72787931820558e-08,-0.439167878358618,0.274,0.388,0.00113019955101704,"0","PRDX1"
"PERP",4.75836326088505e-08,-0.365777468490906,0.052,0.124,0.00113748673751457,"0","PERP"
"CLIC3",5.26784033575499e-08,0.485097334345058,0.354,0.252,0.00125927723226223,"0","CLIC3"
"CYSTM1",5.37498727237995e-08,-0.291537258539512,0.055,0.128,0.00128489070746243,"0","CYSTM1"
"HMOX2",6.46097479572109e-08,0.32229483155945,0.311,0.212,0.00154449602491713,"0","HMOX2"
"SAMD3",6.46589664452923e-08,0.302824632281319,0.423,0.315,0.00154567259287471,"0","SAMD3"
"KDM5B",6.4951715468266e-08,-0.264319910422414,0.054,0.127,0.0015526707582689,"0","KDM5B"
"NDUFS5",7.14251638323771e-08,-0.344437068416489,0.461,0.569,0.00170741854141298,"0","NDUFS5"
"BTN3A2",7.30294864777828e-08,0.297632166167248,0.358,0.25,0.0017457698742514,"0","BTN3A2"
"ITGB2-AS1",7.55534070442489e-08,0.31968139992389,0.169,0.09,0.00180610419539277,"0","ITGB2-AS1"
"MIR155HG",7.77286200896732e-08,-0.292046327175707,0.042,0.109,0.00185810266324364,"0","MIR155HG"
"HLA-DMA",8.58312631014868e-08,-0.271927736146686,0.088,0.175,0.00205179634444104,"0","HLA-DMA"
"HMGN3",8.58836278926724e-08,0.305804126731358,0.386,0.286,0.00205304812477433,"0","HMGN3"
"CASP8",9.7607718538866e-08,0.32598033767452,0.25,0.158,0.00233331251167159,"0","CASP8"
"OSTF1",1.03368983565716e-07,0.322665093994193,0.459,0.359,0.00247103555213844,"0","OSTF1"
"PIK3R1",1.17706081926174e-07,-0.302399789791571,0.487,0.609,0.00281376388844519,"0","PIK3R1"
"GADD45B",1.18104968051863e-07,0.300946589603536,0.75,0.668,0.00282329926127979,"0","GADD45B"
"CBLB",1.1906207586244e-07,-0.298503998007093,0.317,0.443,0.00284617892349162,"0","CBLB"
"SDCBP",1.19211014283935e-07,-0.363431527749374,0.324,0.437,0.00284973929645748,"0","SDCBP"
"NEAT1",1.27394110692936e-07,0.273188279690337,0.603,0.498,0.00304535621611464,"0","NEAT1"
"TRAF3IP3",1.32783234065531e-07,0.324839105854127,0.353,0.251,0.00317418321033653,"0","TRAF3IP3"
"TES",1.37077988003943e-07,0.330693688295904,0.312,0.217,0.00327684930323426,"0","TES"
"IL2RB",1.41238123772929e-07,-0.394926501852804,0.364,0.475,0.00337629734879187,"0","IL2RB"
"PLEKHA1",1.45920316850758e-07,0.277410017499761,0.143,0.072,0.00348822517431737,"0","PLEKHA1"
"PRDM1",1.64394544181159e-07,0.345702594114285,0.285,0.189,0.0039298515786506,"0","PRDM1"
"NDUFB7",1.71098869062671e-07,0.338733627063975,0.333,0.244,0.00409011846494315,"0","NDUFB7"
"IER2",1.8423980067554e-07,0.270759038742084,0.775,0.708,0.00440425243514879,"0","IER2"
"NPM1",1.88695223882875e-07,-0.303354124393273,0.775,0.814,0.00451075932692013,"0","NPM1"
"ADGRG5",1.91318935766799e-07,0.269905260753271,0.107,0.047,0.00457347915950533,"0","ADGRG5"
"GRAMD1A",1.97242981865728e-07,-0.323537769174756,0.075,0.151,0.00471509348150022,"0","GRAMD1A"
"CDC42SE1",2.00260879351502e-07,0.269718649628437,0.455,0.355,0.00478723632089765,"0","CDC42SE1"
"FXYD5",2.07496209320897e-07,-0.295608764598665,0.682,0.747,0.00496019688381604,"0","FXYD5"
"HLA-DPA1",2.08015441259097e-07,-0.437562963076966,0.499,0.589,0.0049726091232987,"0","HLA-DPA1"
"CYTH4",2.11042473031926e-07,0.345692878271421,0.207,0.127,0.0050449703178282,"0","CYTH4"
"GTF3C1",2.2567429400951e-07,0.330601408156094,0.175,0.099,0.00539474399829734,"0","GTF3C1"
"SLF1",2.39517205452478e-07,-0.264614700374981,0.055,0.124,0.00572565879634149,"0","SLF1"
"DBI",2.45491261095134e-07,0.301370992191418,0.554,0.469,0.00586846859647918,"0","DBI"
"PTPN6",2.46615336655853e-07,0.28169370991132,0.312,0.214,0.00589533962275816,"0","PTPN6"
"HIF1A",2.51923745813953e-07,-0.35457000819043,0.156,0.252,0.00602223714368255,"0","HIF1A"
"RAC2",2.72788183974091e-07,0.257920886983302,0.826,0.757,0.00652100153790065,"0","RAC2"
"VPS26B",3.02270914519927e-07,0.348667051695954,0.176,0.102,0.00722578621159885,"0","VPS26B"
"PTPN22",3.24207545543812e-07,-0.383944592745313,0.279,0.382,0.00775018137622483,"0","PTPN22"
"C1orf174",4.35794907348214e-07,0.25885918758528,0.143,0.074,0.0104176772601591,"0","C1orf174"
"GYG1",4.48566327902015e-07,-0.325625070277838,0.176,0.274,0.0107229780684977,"0","GYG1"
"CYTOR",4.78896630709429e-07,-0.339234685008916,0.294,0.396,0.0114480239571089,"0","CYTOR"
"TTC39C",5.67083586822744e-07,-0.2839639098666,0.145,0.241,0.0135561331429977,"0","TTC39C"
"RAB11FIP1",5.68054963816648e-07,-0.263448027845442,0.082,0.16,0.013579353910037,"0","RAB11FIP1"
"HSP90AB1",5.68177704610673e-07,-0.435933206814562,0.749,0.802,0.0135822880287181,"0","HSP90AB1"
"TRAC",6.90768941723929e-07,-0.373392111814525,0.206,0.302,0.0165128315519105,"0","TRAC"
"TSEN54",6.92418379773876e-07,0.333818738989125,0.331,0.244,0.0165522613684945,"0","TSEN54"
"GSPT1",7.06731167489498e-07,-0.391834825995902,0.16,0.253,0.0168944085588365,"0","GSPT1"
"PDCL3",7.49374277341402e-07,-0.39491005243702,0.137,0.224,0.0179137920998462,"0","PDCL3"
"ZNF600",8.04194840435338e-07,0.337884352020176,0.195,0.119,0.0192242776606068,"0","ZNF600"
"G3BP2",8.12796503870299e-07,-0.38434512146467,0.249,0.35,0.0194299004250195,"0","G3BP2"
"VAMP2",8.8466422952898e-07,0.277363309692938,0.62,0.543,0.0211478984068903,"0","VAMP2"
"ATM",9.3825392314568e-07,0.336425963503554,0.274,0.186,0.0224289600327975,"0","ATM"
"ROMO1",9.70205795259666e-07,-0.320910190235734,0.336,0.445,0.0231927695356823,"0","ROMO1"
"VASP",9.99522084679113e-07,0.300748576935427,0.315,0.227,0.0238935754342542,"0","VASP"
"CRBN",1.02051665002275e-06,0.329023589160481,0.222,0.145,0.0243954505187937,"0","CRBN"
"YES1",1.02951593987445e-06,0.269285855790673,0.221,0.14,0.0246105785426988,"0","YES1"
"FBXW5",1.04473472961561e-06,0.32325433745851,0.249,0.169,0.0249743837114612,"0","FBXW5"
"GPX4",1.0583546641078e-06,-0.327757167371872,0.372,0.485,0.025299968245497,"0","GPX4"
"SRSF5",1.07295092566906e-06,0.259943113640898,0.654,0.557,0.0256488918781189,"0","SRSF5"
"RPA2",1.11121356780478e-06,0.269948528240802,0.249,0.165,0.0265635603383732,"0","RPA2"
"SH3KBP1",1.17198810678526e-06,0.30421689503427,0.358,0.264,0.0280163756927018,"0","SH3KBP1"
"SUPT3H",1.20690356994879e-06,-0.281324726983826,0.079,0.151,0.0288510298396258,"0","SUPT3H"
"AKNA",1.21022137934023e-06,0.267278008706619,0.427,0.339,0.0289303420731283,"0","AKNA"
"ATG4D",1.28556057108223e-06,0.254289758861246,0.111,0.053,0.0307313254517207,"0","ATG4D"
"ANKRD28",1.31522941777622e-06,-0.287659836090093,0.083,0.158,0.0314405592319405,"0","ANKRD28"
"SETD3",1.32150776063506e-06,0.27918825704034,0.106,0.051,0.0315906430179812,"0","SETD3"
"NPRL2",1.42291145438748e-06,0.279653986719803,0.137,0.073,0.0340146983171328,"0","NPRL2"
"SUPV3L1",1.48538579071074e-06,0.303482497865679,0.153,0.086,0.0355081473269402,"0","SUPV3L1"
"SELENOK",1.53269096652241e-06,-0.290490396425726,0.502,0.599,0.0366389775547182,"0","SELENOK"
"MBP",1.60416400078352e-06,0.269822510635205,0.54,0.441,0.0383475404387301,"0","MBP"
"PSAP",1.66209355470333e-06,0.294878076469636,0.445,0.362,0.0397323464251831,"0","PSAP"
"CA5B",1.69815959652454e-06,0.269120040325362,0.181,0.107,0.0405945051549192,"0","CA5B"
"TRDC",1.71827005055217e-06,-0.472900925428278,0.213,0.303,0.0410752455584496,"0","TRDC"
"RAB9A",1.75980678147916e-06,0.337618028731916,0.279,0.194,0.0420681811112592,"0","RAB9A"
"UHMK1",1.76325675468465e-06,0.295794170165612,0.248,0.166,0.0421506527207366,"0","UHMK1"
"SELPLG",1.78683541809255e-06,0.355761527472811,0.387,0.303,0.0427143006695025,"0","SELPLG"
"ARHGEF3",1.85934968298407e-06,0.303001799994306,0.232,0.154,0.0444477541717342,"0","ARHGEF3"
"CCL3",2.33207244151467e-06,0.469645430206226,0.381,0.292,0.0557481917144082,"0","CCL3"
"TBCB",2.45790972022975e-06,0.31250079350377,0.352,0.268,0.0587563318620921,"0","TBCB"
"RHBDF2",2.51259310759828e-06,0.296131546266695,0.117,0.06,0.0600635382371368,"0","RHBDF2"
"SH2D1B",2.53691041539346e-06,0.458404398451065,0.224,0.148,0.0606448434799806,"0","SH2D1B"
"SERPINB6",2.61868260275893e-06,0.308267615104032,0.185,0.114,0.0625996076189522,"0","SERPINB6"
"FAM3C",3.11432012194228e-06,-0.270000296847847,0.07,0.138,0.0744478225150301,"0","FAM3C"
"IL21R",3.1774893644555e-06,-0.287553150384956,0.112,0.189,0.0759578832573087,"0","IL21R"
"SERTAD3",3.26619462521031e-06,0.257481698182016,0.131,0.07,0.0780783825156525,"0","SERTAD3"
"TMEM14B",3.29284578633086e-06,-0.275485726852655,0.176,0.27,0.0787154785222393,"0","TMEM14B"
"PPP1CB",3.34657358241415e-06,-0.311982175950682,0.151,0.238,0.0799998414876102,"0","PPP1CB"
"CEMIP2",3.4441022241961e-06,0.259526545177229,0.462,0.371,0.0823312636694078,"0","CEMIP2"
"RELB",3.4546368163367e-06,-0.335676807513408,0.203,0.298,0.0825830930945288,"0","RELB"
"GADD45G",3.54760556813106e-06,-0.287584062153104,0.057,0.118,0.0848055111061729,"0","GADD45G"
"EMD",3.61086377128935e-06,-0.33215889030908,0.38,0.479,0.0863176984526718,"0","EMD"
"ARPC5",3.75743844065858e-06,0.310514841481559,0.422,0.339,0.0898215659239432,"0","ARPC5"
"LYST",3.78520254735042e-06,-0.393975948372366,0.23,0.325,0.0904852668944117,"0","LYST"
"INO80E",3.90157631518382e-06,0.295588633895671,0.23,0.156,0.0932671818144692,"0","INO80E"
"ATP2B1-AS1",3.91593183486207e-06,0.286533607705429,0.212,0.136,0.0936103505123779,"0","ATP2B1-AS1"
"ARL5A",4.01375616749377e-06,0.310596728741753,0.236,0.163,0.0959488411839385,"0","ARL5A"
"ARL6IP5",4.01658739255649e-06,0.252756365980493,0.563,0.48,0.0960165216190629,"0","ARL6IP5"
