"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ACTG1",1.14085620113176e-07,-0.255455454205259,0.903,0.962,0.00272721674880546,"1","ACTG1"
"CALM3",1.15130214013743e-07,-0.286514879433664,0.281,0.425,0.00275218776599851,"1","CALM3"
"CRY1.1",1.15986196573461e-07,-0.296028644741706,0.066,0.153,0.00277265002908859,"1","CRY1"
"ISG15.1",1.34377355718637e-07,-0.403222329783975,0.17,0.286,0.00321229068845402,"1","ISG15"
"SURF4.1",1.35207958415979e-07,-0.282481367800084,0.183,0.304,0.00323214624593399,"1","SURF4"
"ARHGAP30.1",1.39356726885346e-07,-0.305431419470586,0.128,0.237,0.00333132255619419,"1","ARHGAP30"
"NCR1",1.51863404595512e-07,-0.27373463791737,0.071,0.162,0.00363029468685573,"1","NCR1"
"TRDV1.1",1.56953067626173e-07,-0.799967335334615,0.055,0.135,0.00375196308160367,"1","TRDV1"
"STARD3NL",1.61346602896647e-07,-0.377225127748077,0.148,0.256,0.00385699054224434,"1","STARD3NL"
"TSPO",1.64628534182713e-07,-0.280020190628784,0.297,0.438,0.00393544510963774,"1","TSPO"
"LINC01871.1",1.68839828662609e-07,-0.398161529132339,0.299,0.429,0.00403611610417968,"1","LINC01871"
"ITGAM.1",1.74003667700092e-07,-0.27871077883277,0.04,0.116,0.00415955767637069,"1","ITGAM"
"COMMD7",2.46930149360902e-07,-0.260916838108177,0.081,0.174,0.00590286522047237,"1","COMMD7"
"BZW1",2.69106734128386e-07,-0.268684878774605,0.339,0.485,0.00643299647933906,"1","BZW1"
"MT-ND1",2.92057229292889e-07,0.268865873582691,0.948,0.962,0.00698162806624651,"1","MT-ND1"
"CEP78.1",3.07377032807071e-07,-0.311869884924529,0.067,0.152,0.00734784796925303,"1","CEP78"
"LGALS3.1",3.11422060285866e-07,-0.39357494240922,0.153,0.26,0.00744454435113363,"1","LGALS3"
"DSTN.1",3.41023700042976e-07,-0.310663702983838,0.229,0.351,0.00815217154952735,"1","DSTN"
"PPP1CA.1",3.47458517040441e-07,-0.291540921116027,0.336,0.48,0.00830599584985173,"1","PPP1CA"
"INSIG1.1",3.47848477934778e-07,-0.292120071779941,0.175,0.288,0.00831531786503087,"1","INSIG1"
"SLA2.1",3.54183252772031e-07,-0.28762254231853,0.197,0.319,0.00846675065751541,"1","SLA2"
"PSME2",3.57545437040965e-07,-0.267134836378722,0.361,0.504,0.00854712367246427,"1","PSME2"
"RNF187",3.67428637781948e-07,-0.254335774202514,0.163,0.278,0.00878338158617747,"1","RNF187"
"SASH3.1",3.7057817819638e-07,-0.312033819439171,0.143,0.248,0.00885867134978448,"1","SASH3"
"FOSL2",3.71293641611831e-07,-0.330548497163144,0.208,0.33,0.00887577450273083,"1","FOSL2"
"FAM49B.1",4.08634222251668e-07,-0.280111582152727,0.281,0.41,0.00976840108292613,"1","FAM49B"
"COPE",4.11470102601792e-07,-0.309994603023082,0.334,0.473,0.00983619280269585,"1","COPE"
"CCT6A",4.17357401577453e-07,-0.280369608356376,0.151,0.263,0.00997692868470902,"1","CCT6A"
"ABI3.1",4.20871142257187e-07,-0.325401334004587,0.141,0.248,0.0100609246556581,"1","ABI3"
"BSG",4.59124740670112e-07,-0.258162208388026,0.323,0.458,0.010975376925719,"1","BSG"
"CTSD.1",4.8372340600472e-07,-0.329298072041465,0.267,0.395,0.0115634080205428,"1","CTSD"
"PRELID1",4.85107670503553e-07,-0.256422219652278,0.284,0.423,0.0115964988633874,"1","PRELID1"
"MYO1G.1",5.31045223686098e-07,-0.262585889445208,0.18,0.295,0.0126946360722162,"1","MYO1G"
"PRNP",5.77310159306809e-07,-0.344808093258078,0.143,0.252,0.0138005993582293,"1","PRNP"
"LAIR2.1",5.91214695255759e-07,-0.366360412977193,0.035,0.101,0.0141329872900889,"1","LAIR2"
"KLRC1.1",6.47031058058539e-07,-0.437184343701414,0.092,0.182,0.0154672774428894,"1","KLRC1"
"PKM.1",7.43438749072139e-07,-0.253568139220103,0.299,0.442,0.0177719032965695,"1","PKM"
"RPL13A",1.0188952616352e-06,0.280765898195551,0.874,0.91,0.0243566912293895,"1","RPL13A"
"PSMA4",1.08046065774328e-06,-0.257717081231739,0.094,0.184,0.0258284120233532,"1","PSMA4"
"PGK1.1",1.21861304844894e-06,-0.353333102597819,0.467,0.593,0.029130944923172,"1","PGK1"
"SLC16A3.1",1.23764644852796e-06,-0.264456240143153,0.086,0.172,0.029585938352061,"1","SLC16A3"
"TSPAN32.1",1.26313526068728e-06,-0.267903745488413,0.106,0.201,0.0301952484067294,"1","TSPAN32"
"ZEB2.1",1.64015760197448e-06,-0.260167392531274,0.336,0.467,0.0392079674752001,"1","ZEB2"
"PTPRA.1",1.72996830216225e-06,-0.262101311144764,0.146,0.245,0.0413548922631886,"1","PTPRA"
"PLAC8.1",1.85811239160138e-06,-0.387330669551431,0.23,0.335,0.0444181767212309,"1","PLAC8"
"ZYX",1.96610665137723e-06,-0.270209970697747,0.227,0.347,0.0469997795011728,"1","ZYX"
"TNFRSF1B",1.97825091495227e-06,-0.262984753864315,0.284,0.403,0.0472900881219339,"1","TNFRSF1B"
"IFNG.1",2.01989189266876e-06,-0.335222628051771,0.392,0.521,0.0482855156942467,"1","IFNG"
"DNAJB1",2.21583224945485e-06,0.277489913754623,0.872,0.811,0.0529694699232183,"1","DNAJB1"
"H2AFZ",2.29672288501943e-06,-0.274576888834987,0.385,0.533,0.0549031605663895,"1","H2AFZ"
"CD5",2.37541060832239e-06,0.387478050690245,0.156,0.088,0.0567841905919468,"1","CD5"
"TBX21.1",2.66399921884752e-06,-0.31452075957741,0.237,0.347,0.0636829013265501,"1","TBX21"
"MIR4435-2HG",3.01631674317242e-06,-0.27794425086381,0.114,0.206,0.0721050517455368,"1","MIR4435-2HG"
"AGTRAP",3.22899744611953e-06,-0.275370560844395,0.126,0.22,0.0771891839494874,"1","AGTRAP"
"DYNLL1.1",3.30042595005998e-06,-0.265074301164681,0.415,0.547,0.0788966823361837,"1","DYNLL1"
"LDLRAD4.1",4.24309492371266e-06,-0.402362255080314,0.124,0.211,0.101431184151351,"1","LDLRAD4"
"GPR65",4.36477171221324e-06,-0.250816423154656,0.25,0.367,0.104339867780458,"1","GPR65"
"ALOX5AP.1",4.42617776350789e-06,-0.331885048422957,0.343,0.464,0.105807779436656,"1","ALOX5AP"
"S100B.1",4.5744554174727e-06,-0.78613054548315,0.042,0.103,0.109352356754685,"1","S100B"
"PGAM1",4.99326909405843e-06,-0.257490256845837,0.329,0.456,0.119364097693467,"1","PGAM1"
"CD160.1",6.93379810299839e-06,-0.396090806823761,0.104,0.187,0.165752443652176,"1","CD160"
"LGALS1",7.55501397782055e-06,-0.291853594703763,0.435,0.553,0.1806026091398,"1","LGALS1"
"PYCARD",7.86220858472815e-06,-0.286271099967506,0.121,0.206,0.187946096217926,"1","PYCARD"
"JUNB",8.76510508187186e-06,0.405042769887035,0.808,0.783,0.209529836982147,"1","JUNB"
"LTB.1",9.8308677581979e-06,0.504793698624496,0.23,0.157,0.235006893759721,"1","LTB"
"ARPC4",1.18781724922965e-05,-0.253459561678936,0.232,0.342,0.283947713428347,"1","ARPC4"
"CLDND1.1",1.21510144898608e-05,0.575356965198204,0.402,0.338,0.290470001380123,"1","CLDND1"
"YBX3.1",1.34380184069836e-05,0.364184670061181,0.121,0.065,0.321235830018944,"1","YBX3"
"PTPN22.1",1.36605975293328e-05,-0.25846391858105,0.259,0.373,0.3265565839387,"1","PTPN22"
"LAG3.1",1.43756167756101e-05,-0.330631534157841,0.134,0.22,0.343649119020958,"1","LAG3"
"CD27.1",1.53750082255752e-05,0.343864818853077,0.178,0.111,0.367539571632375,"1","CD27"
"IRF4.1",1.57001126111452e-05,-0.275975188048677,0.054,0.117,0.375311191969427,"1","IRF4"
"ATP5F1A",1.60427964280643e-05,-0.261428757465487,0.252,0.362,0.383503048612877,"1","ATP5F1A"
"SPRY1.1",2.65592691089351e-05,-0.266787611007086,0.05,0.112,0.634899328049094,"1","SPRY1"
"MAFF",3.72413599016207e-05,-0.308941481808877,0.141,0.223,0.890254708448243,"1","MAFF"
"GZMA",5.11688600951285e-05,-0.385245017571993,0.699,0.775,1,"1","GZMA"
"CHMP1B.1",7.13862480223803e-05,-0.310503047892936,0.158,0.244,1,"1","CHMP1B"
"INPP4B.1",9.19470607329704e-05,0.306211790318598,0.129,0.076,1,"1","INPP4B"
"HLA-DQA1.1",0.00014852156317881,0.337707497934997,0.324,0.258,1,"1","HLA-DQA1"
"CMTM7.1",0.000190456210983906,0.33244640299181,0.171,0.115,1,"1","CMTM7"
"CD2.1",0.000331168495824785,0.299412959990268,0.603,0.589,1,"1","CD2"
"SH2D1A.1",0.000371908613018629,0.411829657113645,0.37,0.324,1,"1","SH2D1A"
"ZFP36L2.1",0.000378544081277967,0.303124304884752,0.887,0.912,1,"1","ZFP36L2"
"RGS1.1",0.000451893902673211,0.451480339533311,0.459,0.404,1,"1","RGS1"
"PHLDA1.1",0.00055942338173624,-0.279142433524141,0.19,0.266,1,"1","PHLDA1"
"CD8A",0.000601256149619485,0.3221428383973,0.536,0.49,1,"1","CD8A"
"BTG1.1",0.000684331986484417,0.27357126728582,0.948,0.969,1,"1","BTG1"
"SMAP2",0.000789005478319739,0.429487747263802,0.341,0.293,1,"1","SMAP2"
"CD8B",0.00112703759626109,0.322213755991047,0.387,0.327,1,"1","CD8B"
"DUSP1",0.00193287437169122,0.410962071825269,0.783,0.779,1,"1","DUSP1"
"AREG.1",0.0024615016632499,-0.411780114300938,0.217,0.284,1,"1","AREG"
"CRIP1.1",0.00274173254734346,-0.374701120313337,0.724,0.805,1,"1","CRIP1"
"ZFAND2A",0.00308571901846571,-0.371849873995445,0.22,0.293,1,"1","ZFAND2A"
"CD74.1",0.00376819602249388,0.266369720750267,0.795,0.828,1,"1","CD74"
"SPOCK2",0.00396000442760303,0.315107926064258,0.376,0.33,1,"1","SPOCK2"
"GIMAP1",0.00445902115135492,0.294877978248098,0.254,0.208,1,"1","GIMAP1"
"PDE4B.1",0.00474459459863696,0.391906516902852,0.262,0.217,1,"1","PDE4B"
"HSPH1.1",0.00490421054792353,0.330566644201741,0.528,0.496,1,"1","HSPH1"
"LEPROTL1.1",0.00668871651592691,0.27707826211939,0.531,0.511,1,"1","LEPROTL1"
"ERN1",0.00701712949505588,0.287782844426716,0.348,0.302,1,"1","ERN1"
"CD44.1",0.00855345260738747,0.298433477195959,0.576,0.588,1,"1","CD44"
"XCL2.1",0.00876635953701584,-0.645128609073568,0.422,0.468,1,"1","XCL2"
"LY9.1",0.00963936481721481,0.333939382086084,0.205,0.167,1,"1","LY9"
"DUSP4.1",1.95304049386389e-133,2.03367199046984,0.691,0.14,4.66874330058164e-129,"2","DUSP4"
"KRT86.2",3.68330029644917e-117,2.10824476757295,0.399,0.02,8.80492935866175e-113,"2","KRT86"
"KIR2DL4.2",4.9080892751635e-109,1.58405375478242,0.514,0.073,1.17327874122783e-104,"2","KIR2DL4"
"LDLRAD4.2",6.04563238142944e-96,1.6953505033902,0.47,0.073,1.44520842078071e-91,"2","LDLRAD4"
"FGFBP2.2",2.56569489853959e-92,-2.41430856485544,0.023,0.528,6.13329365495888e-88,"2","FGFBP2"
"GAPDH.2",1.53520455901792e-91,1.30290394958824,0.982,0.895,3.66990649833234e-87,"2","GAPDH"
"LGALS3.2",1.42918000181079e-90,1.31899603959308,0.53,0.109,3.4164547943287e-86,"2","LGALS3"
"ZNF683.2",7.76381774833151e-80,1.51620938126794,0.468,0.094,1.85594063273865e-75,"2","ZNF683"
"GEM.2",7.87895653009048e-79,1.37013867214281,0.306,0.022,1.88346455851813e-74,"2","GEM"
"CSF1.2",5.72001436986486e-78,1.67951642311966,0.336,0.033,1.3673694351162e-73,"2","CSF1"
"CD7.2",3.70465704142863e-75,1.18740986162566,0.894,0.643,8.85598265753515e-71,"2","CD7"
"RBPJ.2",1.29242288290726e-73,1.15736094308718,0.472,0.105,3.08953690158981e-69,"2","RBPJ"
"CAPG.1",1.31970307381468e-70,1.01191675377632,0.378,0.061,3.15475019795398e-66,"2","CAPG"
"FCGR3A.2",2.81585464761191e-68,-2.00567448234515,0.078,0.497,6.73130053511628e-64,"2","FCGR3A"
"RGCC.1",2.23999372085288e-66,1.43684312028087,0.705,0.303,5.35470498969881e-62,"2","RGCC"
"KLRC2.2",1.89984862566967e-65,1.1840843809083,0.624,0.213,4.54158813966335e-61,"2","KLRC2"
"KLF2.1",1.32321250485571e-64,-1.37424408818214,0.299,0.685,3.16313949285757e-60,"2","KLF2"
"LINC02446.2",3.08664767191036e-64,1.81251636392019,0.518,0.169,7.3786312597017e-60,"2","LINC02446"
"NBL1.1",1.58137442941747e-60,0.789606406544712,0.24,0.017,3.78027557352246e-56,"2","NBL1"
"ACP5.2",9.20304729663625e-60,0.994210167088366,0.307,0.045,2.1999884562609e-55,"2","ACP5"
"RPLP1.1",2.64530472144659e-59,0.504972126604281,1,0.997,6.32360093661808e-55,"2","RPLP1"
"KRT81.1",9.38755895166563e-57,1.09305026157524,0.208,0.011,2.24409596739567e-52,"2","KRT81"
"TXNIP.1",2.66108950919501e-56,-1.39992076926986,0.528,0.775,6.36133447173067e-52,"2","TXNIP"
"COTL1.1",6.94678179137722e-56,1.07774256574916,0.703,0.332,1.66062818722872e-51,"2","COTL1"
"SPRY1.2",7.31647165219346e-56,0.977872261360609,0.258,0.029,1.74900254845685e-51,"2","SPRY1"
"TNFRSF18.2",9.63445888844685e-56,1.09930524963209,0.353,0.072,2.30311739728322e-51,"2","TNFRSF18"
"SPON2.2",2.33850588216133e-55,-1.9318524144664,0.058,0.412,5.59019831130667e-51,"2","SPON2"
"KLRC1.2",3.43600743688973e-55,1.30937431872421,0.359,0.075,8.21377577788489e-51,"2","KLRC1"
"GALNT2.2",3.68638866945589e-55,0.97517897727485,0.327,0.059,8.8123121143343e-51,"2","GALNT2"
"ALOX5AP.2",3.98788997349064e-55,1.09449375020921,0.691,0.324,9.53305098162938e-51,"2","ALOX5AP"
"NKG7.2",3.06615743234756e-54,-0.806114261480051,0.94,0.965,7.32964934202684e-50,"2","NKG7"
"KLRC3.1",6.53378402536679e-53,0.788679124351304,0.652,0.249,1.56190107126393e-48,"2","KLRC3"
"SIRPG.1",1.64412511681682e-50,0.849172459910581,0.311,0.058,3.93028109175062e-46,"2","SIRPG"
"CD9.1",1.64313073668514e-47,0.699253517927559,0.184,0.012,3.92790402604583e-43,"2","CD9"
"CTSA.1",2.69239283371676e-47,0.844819206541736,0.449,0.14,6.43616506899991e-43,"2","CTSA"
"VIM.1",9.0028132657565e-47,1.19790146712815,0.949,0.775,2.15212251117909e-42,"2","VIM"
"HLA-DRA.1",2.1996603710965e-46,1.02630765317463,0.435,0.136,5.25828811710617e-42,"2","HLA-DRA"
"ITM2C.1",2.48164730401547e-46,0.88448932680773,0.364,0.091,5.93237788024898e-42,"2","ITM2C"
"TRDV1.2",1.01474344873921e-45,1.62518816582856,0.269,0.05,2.42574421421108e-41,"2","TRDV1"
"KLRG1.1",1.44774185911684e-45,-1.26327929568733,0.17,0.499,3.4608269142188e-41,"2","KLRG1"
"ITGAE.1",1.64200852368468e-45,0.874446495507184,0.436,0.139,3.92522137586823e-41,"2","ITGAE"
"SAMSN1.1",3.80494591340664e-45,0.906961403016936,0.671,0.322,9.09572320599858e-41,"2","SAMSN1"
"IGFLR1.2",5.18044870755254e-45,0.915135118538887,0.415,0.128,1.23838626354043e-40,"2","IGFLR1"
"CXCR6.1",1.3191919739256e-44,0.982939932880621,0.269,0.05,3.15352841366914e-40,"2","CXCR6"
"PLAC8.2",1.67775246524495e-44,-1.29886680649944,0.078,0.393,4.01066726816804e-40,"2","PLAC8"
"PHLDA1.2",3.22483509184689e-44,1.05426647570505,0.456,0.16,7.70896828706e-40,"2","PHLDA1"
"S1PR5.2",1.02346613227732e-43,-1.27764883928194,0.021,0.314,2.44659578920893e-39,"2","S1PR5"
"ITGA1.1",1.26460501207913e-43,0.674618994835636,0.207,0.024,3.02303828137516e-39,"2","ITGA1"
"SRGAP3.1",2.9305415463247e-43,0.601943415652821,0.184,0.016,7.00545956648919e-39,"2","SRGAP3"
"ENTPD1",3.70927170843831e-43,0.593183738050154,0.152,0.006,8.86701401902178e-39,"2","ENTPD1"
"HAVCR2.2",5.57455892057066e-43,0.802770247798185,0.329,0.079,1.33259830996242e-38,"2","HAVCR2"
"CRIP1.2",7.63284181057578e-42,1.17203133422842,0.906,0.732,1.82463083481814e-37,"2","CRIP1"
"SLC16A3.2",8.22896292036973e-40,0.738175774285108,0.316,0.079,1.96713358611438e-35,"2","SLC16A3"
"VCAM1",2.21291595852302e-38,0.914317115321861,0.164,0.015,5.28997559884929e-34,"2","VCAM1"
"TRDC.2",3.12666473693311e-38,0.953319257634619,0.472,0.184,7.4742920536386e-34,"2","TRDC"
"IL2RB.2",2.33576589975512e-37,0.76845685271182,0.657,0.338,5.58364838336461e-33,"2","IL2RB"
"CCL5.1",2.49364888001893e-37,0.587409172241418,0.968,0.966,5.96106764768525e-33,"2","CCL5"
"PTMS.2",1.54026497935597e-36,0.840653852331496,0.362,0.116,3.68200343315045e-32,"2","PTMS"
"CTLA4.1",3.19054492942794e-36,0.65003185791266,0.177,0.022,7.62699765379748e-32,"2","CTLA4"
"GPR25",3.42439492149725e-36,0.503188103410731,0.131,0.006,8.18601605983916e-32,"2","GPR25"
"CPNE7.1",3.50447071629403e-36,0.550308152719617,0.191,0.026,8.37743724730087e-32,"2","CPNE7"
"PTMA.1",7.91412962508364e-36,0.506197819672566,0.996,0.975,1.89187268687624e-31,"2","PTMA"
"NAMPT.1",8.29787398507628e-36,0.815879029393972,0.376,0.127,1.98360677613248e-31,"2","NAMPT"
"RPS26.1",9.05132896233473e-36,-0.658715840103018,0.938,0.937,2.16372018844612e-31,"2","RPS26"
"TMSB4X.1",1.47874073475603e-35,0.413240547839929,1,0.997,3.53492972643429e-31,"2","TMSB4X"
"ISG15.2",2.12489262432584e-35,0.973351780061519,0.443,0.176,5.07955581845091e-31,"2","ISG15"
"CLNK",5.05058640773969e-35,0.439215875296448,0.133,0.008,1.20734268077017e-30,"2","CLNK"
"PLP2.1",5.48562648875893e-35,0.674002278505272,0.527,0.22,1.31133901213782e-30,"2","PLP2"
"GZMM.1",3.10705240904206e-34,-0.946586934999792,0.38,0.616,7.42740878381505e-30,"2","GZMM"
"TNF.1",4.30372793152189e-34,-1.61613127744103,0.193,0.47,1.02880616203031e-29,"2","TNF"
"ATP8B4.1",6.20477866300288e-34,0.507169129941479,0.194,0.031,1.48325233939084e-29,"2","ATP8B4"
"GZMH.2",8.96298687714011e-34,-1.00779458302399,0.565,0.727,2.14260201298034e-29,"2","GZMH"
"JAML.1",2.00861197440613e-33,0.597590463853248,0.221,0.044,4.80158692481786e-29,"2","JAML"
"IRF4.2",1.0562750813669e-31,0.67971177601138,0.223,0.049,2.52502558200757e-27,"2","IRF4"
"XCL1.1",2.33541088778521e-31,1.67235580808351,0.532,0.285,5.58279972725055e-27,"2","XCL1"
"TBCD.1",2.42748644319e-31,0.56192922449073,0.27,0.071,5.8029063424457e-27,"2","TBCD"
"OASL.1",4.56421626640199e-31,0.790592037684315,0.341,0.116,1.0910758984834e-26,"2","OASL"
"PLEK.2",5.57638179959472e-31,-1.05803011457931,0.125,0.379,1.33303406919312e-26,"2","PLEK"
"HLA-DRB1.1",1.13560073687984e-30,0.935436393790854,0.638,0.387,2.71465356151125e-26,"2","HLA-DRB1"
"ITGB2.2",1.50137843887433e-30,-0.837305799086119,0.601,0.743,3.58904515812909e-26,"2","ITGB2"
"RGS1.2",1.60920416103828e-30,0.645836581171086,0.64,0.334,3.846802546962e-26,"2","RGS1"
"LAG3.2",1.65796479440318e-30,0.87138226065342,0.353,0.132,3.96336484102079e-26,"2","LAG3"
"ADGRG1.2",1.91588956819553e-30,-1.06628197689477,0.15,0.407,4.57993401277141e-26,"2","ADGRG1"
"TMEM14C.1",2.64918177399446e-30,0.48096190035905,0.23,0.053,6.33286903073376e-26,"2","TMEM14C"
"CD96.1",2.67494579512309e-30,0.704098673152894,0.622,0.338,6.39445792324174e-26,"2","CD96"
"ID3.1",2.89117769726671e-30,0.908664929890607,0.253,0.066,6.91136028531607e-26,"2","ID3"
"CD44.2",6.42796884952221e-30,0.640466136878592,0.774,0.51,1.53660595347828e-25,"2","CD44"
"TPI1.2",7.6494254763932e-30,0.630950988429837,0.811,0.555,1.82859516013179e-25,"2","TPI1"
"SPRY2.1",1.30376120315451e-29,0.587386417629801,0.201,0.041,3.11664115614085e-25,"2","SPRY2"
"NDFIP2.1",1.91366498675373e-29,0.556313656995714,0.2,0.041,4.57461615083478e-25,"2","NDFIP2"
"MT-CYB.1",2.68147315567154e-29,-0.447352957710894,0.995,0.998,6.41006157863282e-25,"2","MT-CYB"
"WHRN.1",2.73105282011673e-29,0.588750494796147,0.194,0.039,6.52858176648904e-25,"2","WHRN"
"CD63.1",2.7976874088613e-29,0.66471918518779,0.647,0.354,6.68787175088293e-25,"2","CD63"
"EFHD2.2",4.56959421603739e-29,-1.04758081289182,0.178,0.419,1.09236149734374e-24,"2","EFHD2"
"UBC.1",4.82168926106826e-29,0.799009065000182,0.966,0.931,1.15262481785837e-24,"2","UBC"
"SNX9.1",8.85880084645712e-29,0.454957903426034,0.175,0.031,2.11769634234557e-24,"2","SNX9"
"PKM.2",1.06011580236854e-28,0.735242106904209,0.601,0.32,2.534206825562e-24,"2","PKM"
"PGK1.2",1.33672370285774e-28,0.810525694685796,0.724,0.489,3.19543801168143e-24,"2","PGK1"
"RCAN3.1",5.76668583706147e-28,0.474416690116583,0.177,0.033,1.37852624934954e-23,"2","RCAN3"
"LAYN",6.247353900017e-28,0.430790433795443,0.108,0.007,1.49342994979906e-23,"2","LAYN"
"LSM2.1",1.04453798617911e-27,0.597012897300089,0.415,0.172,2.49696805596117e-23,"2","LSM2"
"CCND3.1",3.59795537407334e-27,-0.857717423087264,0.367,0.571,8.60091232172232e-23,"2","CCND3"
"CAMK4.1",8.98745795188477e-27,0.614159563799793,0.322,0.116,2.14845182339805e-22,"2","CAMK4"
"LDHA.1",1.12075987676502e-26,0.859618929469223,0.792,0.576,2.67917648540679e-22,"2","LDHA"
"ZNF331.1",1.40737663027961e-26,0.642811827420141,0.541,0.276,3.3643338346834e-22,"2","ZNF331"
"XCL2.2",3.24513817202951e-26,0.96007048634068,0.618,0.389,7.75750280023655e-22,"2","XCL2"
"FABP5.1",3.31197170296502e-26,0.766880715531902,0.33,0.122,7.91726835593787e-22,"2","FABP5"
"MT-ATP6.1",3.83628891817282e-26,-0.541014595361639,0.972,0.971,9.17064865889212e-22,"2","MT-ATP6"
"PRSS23.2",4.13943786659489e-26,-0.903593681747664,0.012,0.197,9.89532622009509e-22,"2","PRSS23"
"LMNA.1",7.28027255120128e-26,1.22280467639197,0.398,0.174,1.74034915336467e-21,"2","LMNA"
"MYBL1.1",1.40783229546787e-25,-0.920054349932416,0.039,0.235,3.36542310231594e-21,"2","MYBL1"
"TMSB10.1",1.5955389473776e-25,-0.36907075970353,1,0.988,3.81413585370616e-21,"2","TMSB10"
"SLC7A5.1",1.89758240486667e-25,0.660839355661069,0.413,0.182,4.53617073883377e-21,"2","SLC7A5"
"FASLG.1",5.42504389646576e-25,0.500766570712651,0.216,0.057,1.29685674345014e-20,"2","FASLG"
"KLRF1.2",6.44676891264168e-25,-1.00008894799217,0.097,0.317,1.54110010856699e-20,"2","KLRF1"
"CMC1.1",8.04745908900164e-25,-0.880837233719446,0.293,0.542,1.92374509522584e-20,"2","CMC1"
"GABARAPL1.1",1.20809355153206e-24,0.636699167829868,0.551,0.291,2.88794763493738e-20,"2","GABARAPL1"
"LINC01871.2",1.27749124897323e-24,0.780223289498258,0.56,0.324,3.0538428306705e-20,"2","LINC01871"
"TNIP3.1",1.92278656376941e-24,0.517564924761709,0.178,0.04,4.59642128069077e-20,"2","TNIP3"
"PTPN22.2",1.36748896409283e-23,0.647887087290964,0.512,0.271,3.26898236866391e-19,"2","PTPN22"
"RAB11FIP1.1",1.9884114075938e-23,0.454026270921716,0.251,0.079,4.75329746985298e-19,"2","RAB11FIP1"
"TNFRSF9.1",2.1724451606317e-23,0.652693272035854,0.23,0.071,5.19323015649008e-19,"2","TNFRSF9"
"MALAT1.1",2.33161907089474e-23,-0.510927307226885,0.996,0.999,5.57373538897387e-19,"2","MALAT1"
"GPR171.1",3.20131527388127e-23,0.550070282483626,0.249,0.079,7.65274416221318e-19,"2","GPR171"
"TIGIT.1",4.80429985372463e-23,0.686657085606504,0.509,0.27,1.14846788003287e-18,"2","TIGIT"
"IL9R",6.98095229281759e-23,0.315032106244095,0.101,0.01,1.66879664559805e-18,"2","IL9R"
"DNPH1.1",9.15197432528437e-23,0.380420403857019,0.194,0.051,2.18777946245923e-18,"2","DNPH1"
"AKAP5",1.23878459365825e-22,0.391649627415626,0.143,0.026,2.96131457114004e-18,"2","AKAP5"
"LIMS1.1",1.52519288076567e-22,0.458524705350432,0.244,0.079,3.64597358147032e-18,"2","LIMS1"
"KIR2DL1.2",1.7127725986169e-22,0.787288927210038,0.193,0.052,4.0943828969937e-18,"2","KIR2DL1"
"CTSD.2",1.8651650468219e-22,0.633672479030209,0.532,0.288,4.45867704442776e-18,"2","CTSD"
"LIME1.1",2.2740113083076e-22,-0.870278516194525,0.207,0.411,5.43602403250931e-18,"2","LIME1"
"PFKFB3.1",2.31391947688691e-22,0.536878783271409,0.269,0.094,5.53142450949815e-18,"2","PFKFB3"
"SLA2.2",2.36531583422045e-22,0.554542371685801,0.445,0.218,5.654287501704e-18,"2","SLA2"
"SURF4.2",2.54014251030366e-22,0.545079655312774,0.431,0.204,6.07221067088089e-18,"2","SURF4"
"SYNE1.1",3.44841281309257e-22,-0.923200963623533,0.154,0.354,8.24343082969778e-18,"2","SYNE1"
"MYOM2.2",3.77112990431078e-22,-1.17587533802629,0,0.149,9.01488603625491e-18,"2","MYOM2"
"B3GNT7",4.48161236339771e-22,0.474308917821571,0.136,0.025,1.07132943547022e-17,"2","B3GNT7"
"NINJ1.1",5.21641509385311e-22,0.603684178846646,0.253,0.086,1.24698402818559e-17,"2","NINJ1"
"RALA.1",5.28134818431225e-22,0.547048340623373,0.309,0.12,1.26250628345984e-17,"2","RALA"
"LAT2.1",6.01496997977303e-22,0.502950799792689,0.295,0.108,1.43787857366474e-17,"2","LAT2"
"CD200R1",6.40635715802052e-22,0.38134673347437,0.129,0.022,1.5314396786248e-17,"2","CD200R1"
"DAPK2",7.59192523757797e-22,0.357061013874863,0.147,0.029,1.81484972804301e-17,"2","DAPK2"
"MT-CO3",9.05858477253008e-22,-0.336290638587254,0.996,0.992,2.16545468987331e-17,"2","MT-CO3"
"BIN2.2",9.68193535598636e-22,-0.879898194076792,0.314,0.49,2.31446664684854e-17,"2","BIN2"
"GOLIM4",1.39807759490023e-21,0.317538770020574,0.111,0.015,3.342104490609e-17,"2","GOLIM4"
"AREG.2",1.49708595915219e-21,0.86814320215443,0.417,0.204,3.5787839853533e-17,"2","AREG"
"CXCR3.1",1.69820589066774e-21,0.495734051987575,0.302,0.115,4.05956118164123e-17,"2","CXCR3"
"ATF3.1",2.86302894573344e-21,0.883386962867039,0.339,0.145,6.84407069477578e-17,"2","ATF3"
"AHR.1",3.07082554026468e-21,0.487136265670717,0.168,0.041,7.34080845400272e-17,"2","AHR"
"RPL3.1",3.6317093686417e-21,-0.344480162947738,0.989,0.977,8.68160124573798e-17,"2","RPL3"
"CD82.1",4.44135514175391e-21,0.522376140291332,0.203,0.06,1.06170594663627e-16,"2","CD82"
